date,location,text
2021-02-03 17:12:36,,@ML_Ayuda De aquí no paso y no recuerdo mi clave
2021-02-03 17:12:21,Salta Capital - Argentina,@ML_Ayuda se puede saber cuando carajo van a solucionar mi reclamo????
2021-02-03 17:12:13,,"@ML_Ayuda @Mercadolibre Claro, es miguelmsanchezhernandez@hotmail.com

Desde la semana pasada presente la consulta… https://t.co/VsAZoWN3BH"
2021-02-03 17:12:09,,"@ML_Ayuda Hasta aquí llegue, no tengo otro documento, el documento que estoy subiendo es el actual y vigente https://t.co/FMPCj0C2Zi"
2021-02-03 17:11:13,"Guadalajara, Jalisco","@ML_Ayuda @ML_Mexico @Mercadolibre Estoy en comunicación por chat desde diciembre y pues nada, solo me dicen ""Tu re… https://t.co/mCt4tZRZNy"
2021-02-03 17:09:42,"Santiago , Chile","@ML_Ayuda Hola!!.. comento que después de 4 días y contestar 9 mails a 9 personas distintas de soporte... comento,… https://t.co/8hyldjF6DK"
2021-02-03 17:08:40,"Fusagasugá, Colombia","@ML_Ayuda @ML_Ayuda me enviaron un correo diciendo que generarían una nueva etiqueta, pero la nueva etiqueta es igu… https://t.co/Ck1AhRubAa"
2021-02-03 17:08:13,,@ML_Ayuda @ML_Venezuela @Mercadolibre Y de paso finalizan la consulta sin resolver el problema. Me parece muy grose… https://t.co/JLjLsgQqxE
2021-02-03 17:08:08,Mexico,@Daruzu @ML_Ayuda Nunca hicieron llegar mi compra y ahora resulta que debo esperar a que el correo actualice el est… https://t.co/zivGH4z8Au
2021-02-03 17:07:52,"Buenos Aires, Argentina","@ML_Ayuda @marcos_galperin Si, hace cinco días que trabajan en ésto. Mi molestia es la falta de explicación del cie… https://t.co/udkeP1SOwf"
2021-02-03 17:07:35,"Guadalajara, Mexico",@ML_Ayuda No puedo enviarles DM
2021-02-03 17:06:28,Chile,"@ML_Ayuda hola ayer les mandé un dm,para que lo puedan revisar.saludos"
2021-02-03 17:04:44,,"@ML_Ayuda @Mercadolibre Bue, se ve que me hablo con una maquina"
2021-02-03 17:03:57,,@ML_Ayuda cuando me reintegran mí dinero? Nesecito la plata para comprar lo q @OcasaAr no me trajo por ineptitud?
2021-02-03 17:03:36,Buenos Aires,@ML_Ayuda Vengo teniendo 60 días de paciencia. Terminaré yendo a defensa del consumidor...
2021-02-03 17:03:16,,@ML_Ayuda Necesitan algo más @ML_Ayuda?
2021-02-03 17:01:29,,@ML_Ayuda Mínimo me podrían decirme cuál fue el@motivo de la suspensión? Digo a mi me afectan como vendedor y a mis… https://t.co/5AmpqD10ZM
2021-02-03 17:00:55,,@ML_Ayuda @sicsuper No me deja ni cambiar clave mi cuenta ni hacer nada. QUIEN ME AYUDA PUESSSS? REQUIERI MI DINERO !!
2021-02-03 17:00:45,,"@ML_Ayuda son pésimos para apoyar en las devoluciones, están mas@a favor de los vendedores que compradores, neta que asco de servicio"
2021-02-03 17:00:32,,@ML_Ayuda Espero tambien me manden mi estsdo de cusnta del dinero que tenia en mercado pago!
2021-02-03 17:00:04,,@ML_Ayuda @sicsuper Mercado libre. Requiero ayuda con mi caso. No me deja ver la compra en MercadoLibre por ende no… https://t.co/Owd30VVdoY
2021-02-03 16:59:48,General Villegas Bs.As,"NAGO2008475
#4313737791
@ML_Ayuda"
2021-02-03 16:58:38,,"@ML_Ayuda @Mercadolibre Hola, desafortunadamente no me deja ingresar al link
Ya sea vía móvil o en ordenador
Hay al… https://t.co/4DvMhHFZr2"
2021-02-03 16:58:34,General Villegas Bs.As,"Necesito. La devolución. Del dinero. Nunca me llegó el paquete ni esta en camino.
@ML_Ayuda"
2021-02-03 16:58:20,,"@ML_Ayuda @Mercadolibre Necesito solución inmediata por favor ... En RECLAMO ABIERTO, dice contactarse con el vende… https://t.co/VnTRi6KeVj"
2021-02-03 16:57:41,,"@ML_Ayuda No brinda ninguna fecha, desde el día 12 de Enero, ""supuestamente"", hicieron la devolución fantasma y sól… https://t.co/3KJWZDzGKE"
2021-02-03 16:57:40,,@ML_Ayuda Me pueden responder por favor lo que fue muy fácil de entender? Gracias
2021-02-03 16:57:37,"Puerto La Cruz, Edo Anzoátegui","@ML_Ayuda @ML_Venezuela @marcos_galperin NO TIENEN VERGÜENZA!! EXIGIMOS ELIMINEN ""TOOODAAAA"" ESA LISTA DE INFRACCIO… https://t.co/5TSg7QltAh"
2021-02-03 16:57:12,"Puerto La Cruz, Edo Anzoátegui",@ML_Ayuda @ML_Venezuela @marcos_galperin QUE DESCARADOS! NOS ENVIARON UN PREAVISO DE SUSPENSIÓN PORQUE AHORA NOS PA… https://t.co/Y9EvKSkgyE
2021-02-03 16:56:56,,@ML_Ayuda @ML_Venezuela @Mercadolibre No tengo mucha comunicación ya que me dicen que la decisión ya está tomada y… https://t.co/FXaFpiw4FF
2021-02-03 16:54:47,,@ML_Ayuda Buenos días aprox cuanto tiempo me@pueden dar una respuesta? Me urge para poder realizar los envíos de mi… https://t.co/uLnqXuqNct
2021-02-03 16:54:46,"Caracas, Venezuela","@ML_Ayuda Amigos les comente que ese correo lo había perdido y no podía acceder al mismo, ustedes me pidieron un co… https://t.co/1A0XUmuDBM"
2021-02-03 16:53:52,,"@ML_Ayuda @ML_Ayuda consulta simple.....cuando un comprador dice que el producto no es la calidad esperada, como es… https://t.co/zPVkc8hVzz"
2021-02-03 16:53:48,"Temuco, Chile","@ML_Ayuda Le explico 
Me llego un correo de que me habian comprado mi consola, yo la enviq, la resivio pero ella nu… https://t.co/r7qIWSKFiL"
2021-02-03 16:53:31,"Barracas, Buenos Aires","@ML_Ayuda Sisi, la cuenta esta bien, es la asociada con mi celular y mi mail. El dinero me llega, con eso no hay dr… https://t.co/xyAWdlB736"
2021-02-03 16:52:36,"Guadalajara, Jalisco",@ML_Ayuda @ML_Mexico @Mercadolibre Si leíste bien verdad? es un retiro de mercancía que ni siquiera ha salido de su… https://t.co/ioEN6F89w7
2021-02-03 16:51:56,"Pilar, Argentina","@ML_Ayuda No puedo, en mercadolibre aparece cancelada pero en mercadopago no, esta como tildada la compra.
Mi apodo es RUTHSAMANTASAITA"
2021-02-03 16:51:22,,"@ML_Ayuda consulta simple.....cuando un comprador dice que el producto no es la calidad esperada, como es que por e… https://t.co/GZh8jZ45zl"
2021-02-03 16:51:18,"Buenos Aires, Argentina",@ML_Ayuda @marcos_galperin Hola. Desde el viernes tienen el caso nro 92875352 sin resolver y sin explicación del po… https://t.co/0ZUfB3jRTC
2021-02-03 16:50:05,"Córdoba, Argentina",@ML_Ayuda help
2021-02-03 16:49:53,,"@ML_Ayuda Ok, espero no sea ""sarasa"" como dijo el ministro Guzmán. Gracias."
2021-02-03 16:49:27,Zapala,"@ML_Ayuda me podrían decir porqué la app no me permite utilizar un dinero a mí favor?
Operación 13111282537"
2021-02-03 16:48:47,"Buenos Aires, Argentina",@ML_Ayuda Muchas gracias por responder rápido. Lo tendré en cuenta si no se soluciona este asunto en forma favorable.
2021-02-03 16:47:07,,@ML_Ayuda @sicsuper Es negligencia su respuesta definitivamente....  la bendita autenticacion en dos pasos me la pi… https://t.co/yOBdG5yLXB
2021-02-03 16:46:36,,@ML_Ayuda Es q estoy intentando por todos los medios que no se gasten recursos inútilmente. Si hay un dato erroneo… https://t.co/aOUqlBX8H4
2021-02-03 16:46:03,,"@ML_Ayuda cambié de número telefónico y no puedo validar mi cuenta, tengo ventas pendientes y no puedo contestar."
2021-02-03 16:44:31,,@ML_Ayuda hola necesito ayuda con mi cuenta fue suspendida el día de ayer y tengo que hacer envíos de mis ventas. M… https://t.co/GFmxMbeB9l
2021-02-03 16:44:26,"Guadalajara, Jalisco","@ML_Mexico @ML_Ayuda @Mercadolibre Esperando el despacho a paquetería del retiro de sus bodegas con numero1908430,… https://t.co/7ihjKi21RP"
2021-02-03 16:44:01,"Barranquilla, Colombia",@ML_Ayuda  buenas necesito ayuda por favor dm
2021-02-03 16:42:21,"Caracas, Dtto. Capital",@ML_Ayuda @ML_Venezuela @marcos_galperin USTEDES DE VERDAD QUE NO TIENEN VERGÜENZA!! EXIGIMOS ACTIVEN NUESTRA CUENT… https://t.co/I8EGerA9o7
2021-02-03 16:41:57,神奈川,@ML_Ayuda @marcos_galperin Sigo sin ser contactado
2021-02-03 16:41:55,,@ML_Ayuda Mi nombre de usuario es: LUCHOLOPEZ16
2021-02-03 16:41:10,"Caracas, Dtto. Capital",@ML_Ayuda @ML_Venezuela @marcos_galperin QUE DESCARADOS! AHORA NOS SUSPENDIERON LA CUENTA PORQUE SEGÚN NOS PAUSARON… https://t.co/AUuqtqQiKD
2021-02-03 16:41:01,,@ML_Ayuda Ya lo hice y me dice lo mismo que vos. Por qué no puede cambiarse la etiqueta? Estoy asumiendo que el err… https://t.co/MNi2R16oXT
2021-02-03 16:40:51,,"@ML_Ayuda Mercado libre me mando por correo que recibio el pago , tres veces 760 pesos uruguayos que debito de la v… https://t.co/d0cB96nrtv"
2021-02-03 16:40:30,,"@ML_Ayuda Y mi dinero? Les envío la notificación, para que me devuelvan mi dinero y yo pagarles lo que les debo...… https://t.co/VXqr9Xt6IM"
2021-02-03 16:39:50,"Pilar, Argentina",@ML_Ayuda un vendedor me canceló una compra que pague en rapipago y no me devuelven el dinero a mi cuenta de mercad… https://t.co/P7udLwQJGt
2021-02-03 16:39:00,,"@ML_Ayuda @sicsuper Es mentira q me han dado respuesta. Me parece una falta de respeto, que desde la negligencia en… https://t.co/eMUxIJGkzm"
2021-02-03 16:38:06,"Paraná, Entre Ríos, Argentina","@ML_Ayuda @Mercadolibre @mercadopago @mercadopago_arg Tengop un dinero que no puedo sacar de vuestro sistema, ¿cómo se llama eso?"
2021-02-03 16:37:46,Argentina,"@ML_Ayuda @Mercadolibre Dice que tengo tiempo de devolverlo hasta el 5/3, trato de generar la devolucion, y me dice… https://t.co/nTxozagO4p"
2021-02-03 16:37:17,,@ML_Ayuda @sicsuper Yo no tengo acceso a mi cuenta d MercadoLibre como le estoy informando.por ende no tengo como s… https://t.co/sWSdtuat2I
2021-02-03 16:36:52,,"@ML_Ayuda @ML_Venezuela Responden lo que les da la gana. Se hicieron 2 preguntas. Responden una, porqué no indican… https://t.co/UVjHghoWUU"
2021-02-03 16:36:16,,@ML_Ayuda @sicsuper Entonces reenvienlo porque no me ha llegado nada. Absolutamente nadaaaaaa no tengo ni idea de c… https://t.co/r3x0mWcCck
2021-02-03 16:36:06,Argentina,"@ML_Ayuda @Mercadolibre Con ustedes al menos desde su red no hable, solo por aca, contacto de mediacion con el vend… https://t.co/mqjuYIyp6I"
2021-02-03 16:34:52,Buenos Aires,@ML_Ayuda No sale esa opción... https://t.co/InapQAtYwB
2021-02-03 16:34:42,"Caracas, Venezuela","@ML_Ayuda Nunca me dieron respuesta, de verdad que el equipo que le corresponde no es muy diligente.
Igual gracias"
2021-02-03 16:34:25,"Barracas, Buenos Aires","@ML_Ayuda Asi les aparece mi nombre. La palabra ""Sarrere"" esta de más. Y no me deja modificarlo desde mis datos https://t.co/ub39QchZnv"
2021-02-03 16:32:19,Necochea,"@ML_Ayuda Desbordan confianza, me encantaría estar en la misma pero si no me responde los mensajes, tiene mi produc… https://t.co/CcrHA7OsHf"
2021-02-03 16:31:33,"Villa Urquiza, Buenos Aires",@ML_Ayuda han bloqueado nuestra cuenta de mercado pago también. Allí tenemos lo que necesitamos para pagar a provee… https://t.co/TlCRP3bUsE
2021-02-03 16:31:12,"Olivos, Bs. As. Argentina",@ML_Ayuda @valerianataliak Me sigue pidiendo que abra la app en mi teléfono me podes ayudar
2021-02-03 16:30:46,,"@ML_Ayuda Compra
4327235583"
2021-02-03 16:30:46,"Toluca, México",@facu1975 @ML_Ayuda Reporta los directamente con el sat es obligación de la tienda darte factura si la solicitas
2021-02-03 16:30:40,"Paraná, Entre Ríos, Argentina",@ML_Ayuda @Mercadolibre @mercadopago @mercadopago_arg ¿Por privado?
2021-02-03 16:30:16,"Buenos Aires, Argentina","@ML_Ayuda Ver más
Producto
$ 18.000
Cargo por Samsung Galaxy J6+ 32 Gb Negro 3 Gb Ram.
-$ 2.340
Anulación: Cargo po… https://t.co/gt3jL9GIQb"
2021-02-03 16:30:06,,@ML_Ayuda Usuario dezegas01
2021-02-03 16:29:23,,"@ML_Ayuda Buenas tardes, ya envié todo lo que me pidieron para reactivar mi cuenta y no he tenido respuesta"
2021-02-03 16:29:18,"Buenos Aires, Argentina","@ML_Ayuda Usuario luiruben2010. Venta :  #4342762982 | 2 de febrero de 2021 14:58 hs. |
Gracias por responder rápid… https://t.co/xZn1IhQQEm"
2021-02-03 16:28:20,,"@ML_Ayuda Fue el último mensaje que me enviaron desde el 18 y desde ahí no me responden nada, confirme identidad y… https://t.co/marhBAdrEn"
2021-02-03 16:28:18,,@ML_Ayuda Me parece muy inaccesible todo este trato...Contactanme directamente o diganme si debo irme @sicsuper  pues es negligencia suya.
2021-02-03 16:28:03,"Barracas, Buenos Aires",@ML_Ayuda El tema es que cuando quieren mandarme dinero a traves de MP les figura mi nombre con una palabra agregad… https://t.co/4zSO0jmIOt
2021-02-03 16:27:44,,@ML_Ayuda Me podrías seguir para enviarte la info por mensaje directo
2021-02-03 16:27:36,Buenos Aires,@ML_Ayuda Y si después de diez mensajes la tienda oficial no responde... que se supone que haga?
2021-02-03 16:27:06,,"@ML_Ayuda Llevan respondiéndome esto desde hoy, yo puse q mi paquete tiene q venir al punto pickit en mina clavero,… https://t.co/e1WAFGFFcm"
2021-02-03 16:26:56,,@ML_Ayuda Ese es el punto. NO ME DAAAAA!
2021-02-03 16:26:28,,"@ML_Ayuda Si así es desde el 18, ya va para un mes osea es increíble, yo quiero que me respondan en profeco no en g… https://t.co/PI7YUISFxi"
2021-02-03 16:25:22,"Bogotá, D.C., Colombia",@ML_Ayuda @caro2074 @Mercadolibre Sr. Ya no quiero nada con Uds. Ud y su gabinete de empleados qué manejan la plata… https://t.co/Lwe7i5CaHb
2021-02-03 16:24:57,"Villa Urquiza, Buenos Aires",Hay alguien más que siendo mercado líder platinum @ML_Argentina les haya bloqueado la cuenta ? Y que @ML_Ayuda solo… https://t.co/ER9rMXK4gG
2021-02-03 16:24:20,,@ML_Ayuda No me han contactado desde entonces. Respuesta no he tenido ni acompañamiento... Solo se limitan a respon… https://t.co/oNcOUj0rVU
2021-02-03 16:24:17,Aqui mismito...,"@ML_Ayuda . Cuidado, ya ni la buena reputación permite confiar.Fuimos estafados por un vendedor de Mercado Libre qu… https://t.co/acsrzxli3f"
2021-02-03 16:24:12,,"@ML_Ayuda buenos dias, he revisado en todas las bandejas, y no ha llegado ningun correo de ML, no se que puede esta… https://t.co/vwS68YrTx3"
2021-02-03 16:23:58,J.Posse - Córdoba,@ML_Ayuda Hola! necesito ayuda
2021-02-03 16:23:05,Buenos Aires,"Hola! Compre un teléfono Samsung en la tienda oficial el 29 de diciembre y no logro, después de una docena de mensa… https://t.co/eqEBPftdDn"
2021-02-03 16:22:57,Necochea,"@ML_Ayuda Los 60 días ya pasaron, el vendedor no tiene otro contacto que no sea vía ML y no me responde, ustedes fi… https://t.co/GatNvt89IG"
2021-02-03 16:22:02,,"@ML_Ayuda tus politicas de mediación son una mierda, el producto tiene 2 años de garantía y el vendedor no se hace… https://t.co/KSzZkQVfOL"
2021-02-03 16:21:51,,@ML_Ayuda @2Morgana1 @cristimhs @Mercadolibre @mercadopago Usuario :ALIAYA43 https://t.co/1bHvwzW38v
2021-02-03 16:21:41,,@ML_Ayuda. Porfavor me comunico porq mi hijo borro el gmail con el q hice mi cuenta de mercado pago y me olvide la… https://t.co/0Y34VnEIzJ
2021-02-03 16:21:27,"Villa Urquiza, Buenos Aires",@ML_Ayuda @gmail @Yahoo No estamos en contacto con nadie porque solo nos enviaron un e https://t.co/75uES2q0mp terr… https://t.co/F4e9Sf97En
2021-02-03 16:21:25,"Buenos Aires, Argentina","@ML_Ayuda Hola, no me estan resolviendo el problema, me gustaría poder hablar con alguien sobre lo sucedio."
2021-02-03 16:20:46,Argentina,@ML_Ayuda @Mercadolibre Chicos disculpen pero no se si es la página o que pero tampoco así como ustedes me lo indic… https://t.co/KlON4YwmKh
2021-02-03 16:20:25,,@ML_Ayuda Yo les reporte que no hice esto...y al rato me llego q yo habia cerrado el caso... Los trate de contactar… https://t.co/963Jak29Kf
2021-02-03 16:20:20,,@ML_Ayuda https://t.co/A9OKGSI8HU
2021-02-03 16:20:10,Argentina,@ML_Ayuda @Mercadolibre Chicos disculpen pero no se si es la página o que pero tampoco así como ustedes me lo indic… https://t.co/WWvFFwQTXG
2021-02-03 16:20:04,Tapiales,"@ML_Ayuda @marcos_galperin Tuve varias situaciones similares y el ""equipo especializado"" jamas intervino ni respond… https://t.co/PccTF9KWFk"
2021-02-03 16:19:47,"Villa Urquiza, Buenos Aires",@ML_Ayuda @gmail @Yahoo El problema es que no puedo comunicarme . Estoy esperando un mail que no llega. Por favor i… https://t.co/VMZmPQ5OhZ
2021-02-03 16:18:15,,"@caioquesada @mercadopago El servicio de @mercadopago es buenísimo, hasta que pedís la devolución de un pago hecho… https://t.co/6Jz0rjXcza"
2021-02-03 16:17:22,,@ML_Ayuda Y qal mismo tiempo que reporte la animalia con la compra les pedi ayuda pues no puedo ingresar  ami cuent… https://t.co/q0EITBqP7b
2021-02-03 16:17:04,"Barracas, Buenos Aires","@ML_Ayuda Buenos Días, necesito ayuda por un tema con los datos de mi cuenta. Mi apodo es ANU070.
Gracias!"
2021-02-03 16:16:10,"Buenos Aires, Argentina",@ML_Ayuda Hola. El Lunes me indicaron que en 48 lo resolvían. Les mandé un mensaje por privado. Por favor léanlo y… https://t.co/egp3WgywWj
2021-02-03 16:16:06,,@ML_Ayuda @ML_Mexico YO LO QUE VEO ES QUE SU EQUIPO NO ESTÁ HACIENDO NADA POR DEVOLVERME MI DINERO.
2021-02-03 16:16:02,,@ML_Ayuda Ya lo explique muchas veces. El 27 de marzo realice una vompra que luego fue cancelada y el 2e de octubre… https://t.co/9WhIBNhotV
2021-02-03 16:15:23,,@ML_Ayuda Usuario: jonazegon Nros. De pago: 13366463828 y 13366473551 (ambos de la misma compra: 4340110615) @ML_Ayuda
2021-02-03 16:15:15,,"@ML_Ayuda Dice pago aprobado, y que como yo cerré el caso leliberaron el pago.. yo nunca cerre el caso pues no me h… https://t.co/7Frhee5vRG"
2021-02-03 16:14:51,"Buenos Aires, Argentina",@ML_Ayuda @arisetton @IECarballo @mercadopago Son tan sensibles como cuando el comprador opera por Mercadolibre y a… https://t.co/7OUEdapZLv
2021-02-03 16:14:45,"Olivos, Bs. As. Argentina","Libre Ayuda
@ML_Ayuda
(1) mi usuario es Myrt ha Visconti
(2) email asociado a mi cuenta es babyconti@gmail.com"
2021-02-03 16:14:32,"Bogotá, D.C., Colombia",@ML_Ayuda @caro2074 @Mercadolibre No Sr. Uds no ayudan en nada. Ya me han bloqueado 5 cuentas .
2021-02-03 16:14:28,,"@ML_Ayuda @Mercadolibre Pasenme el mail de soporte a través del cual se quieren comunicar, así al menos lo pongo co… https://t.co/zi81XpDuz6"
2021-02-03 16:14:11,,"@ML_Ayuda Es que no me están ayudando, yo solo quiero saber si mi paquete está en Mina clavero o en Córdoba capital."
2021-02-03 16:12:33,,@ML_Ayuda Entonces mi caso me lo dejaron a medias ni respuesta clarani dinero.. y menos q ingresar a mi cuenta de m… https://t.co/TPZucWTkTv
2021-02-03 16:12:13,"Buenos Aires, Argentina","@ML_Ayuda No me audan nada. En atención al cliente ni me contestan! Es un desastre como gestionsn mi reclamo, y más… https://t.co/hHvJzJyovu"
2021-02-03 16:11:33,Necochea,"@ML_Ayuda Aclaro que el producto está en garantía y ellos lo reconocieron, pero ya se los mandé hace un mes y no me dicen nada."
2021-02-03 16:11:03,,@ML_Ayuda Ese es el caso. Donde me enviaron? La  información... A mi correo llego que le habian liberado el dinero… https://t.co/j26YvSeL4L
2021-02-03 16:10:58,Venezuela,@ML_Venezuela @Mercadolibre @ML_Ayuda Que sistema mas defectuoso tienen! Encima me suspenden por una publicacion qu… https://t.co/wgAzZn1pwn
2021-02-03 16:10:53,Necochea,@ML_Ayuda Y así estamos... https://t.co/RScD4ECXuL
2021-02-03 16:10:34,,hola @ML_Ayuda tengo dos publicaciones pausadas por supuestos datos personales en las fotos pero esto no es asi. Sa… https://t.co/sNm0aLMPFI
2021-02-03 16:10:26,Necochea,"@ML_Ayuda Lo contacté, por SU (ML) plataforma y no me responde."
2021-02-03 16:10:22,"Olivos, Bs. As. Argentina",@ML_Ayuda @valerianataliak El email asociado a mi cuenta es babyconti@gmail.com
2021-02-03 16:09:32,,@ML_Ayuda Podemos seguir por DM? No quiero publicar mis datos aca
2021-02-03 16:09:21,"Olivos, Bs. As. Argentina","@ML_Ayuda @valerianataliak (1) mi nombre de usuario de mercado libre es: babyconti o Myrtha Visconti
(2) ¿Cuál es l… https://t.co/DoAmwYLzyR"
2021-02-03 16:08:36,FUCKyouTown,@ML_Ayuda @ML_Mexico Fue una venta. El cliente me está preguntando.
2021-02-03 16:08:34,,@ML_Ayuda @Mercadolibre El último mail de ML que tengo es de Marzo
2021-02-03 16:06:52,,@ML_Ayuda vergüenza! Hace unos días ustedes me dijeron que el problema era de la tarjeta y hoy desde la tarjeta que… https://t.co/BMZoF9zBrR
2021-02-03 16:05:45,Venezuela,"@ML_Venezuela @Mercadolibre @ML_Ayuda
OTRA VEZ volvieron a suspender mis publicaciones por supuestas infracciones a… https://t.co/9Yuo2Al7hr"
2021-02-03 16:05:44,,"@ML_Ayuda Buenas, no sé si su ""equipo especialista"" me está tomando el pelo por correo o que, existe chance de habl… https://t.co/WrdYOujwb0"
2021-02-03 16:05:12,,@ML_Ayuda su ayuda con este tema por favor!
2021-02-03 16:04:57,"Puerto La Cruz, Edo Anzoátegui",@ML_Ayuda @ML_Venezuela @marcos_galperin #mercadolibre SEGUIIIMOOOOOSSSSSSSS CON LO MISMO... SI NO ES LA PUBLICACIÓ… https://t.co/ujt4yglmUC
2021-02-03 16:04:14,"Temuco, Chile",@ML_Ayuda Lo que pasa es que sale que tengo $0 pero yo hize el envio y tengo pruebas de que ella lo retiro trate de… https://t.co/rKAR2M4sVh
2021-02-03 16:03:59,,"@ML_Ayuda tengo pendiente un reclamo, de MercadoLibre me contactaron ayer pero no me dieron mayor información de co… https://t.co/wVZEEoP7gU"
2021-02-03 16:03:28,,"@ML_Ayuda @Mercadolibre Hola. No esta en Spam ni lo tengo como dirección bloqueada. En fin, evidentemente por algun… https://t.co/bBidHSZNge"
2021-02-03 16:02:44,"Buenos Aires, Argentina",@ML_Ayuda @arisetton @IECarballo @mercadopago No es lo que pregunté. Robot o humano: lean lo que pregunté.
2021-02-03 16:01:24,Seu PC,"RT @TodoTeLoOpino: @ML_Ayuda Buenos días, estoy tratando de que un vendedor responda por la garantía de un teclado, me hicieron enviarlo ha…"
2021-02-03 16:01:19,Merida,@ML_Ayuda @Mercadolibre Estoy abriendo por la pc
2021-02-03 16:01:18,Necochea,"@ML_Ayuda Buenos días, estoy tratando de que un vendedor responda por la garantía de un teclado, me hicieron enviar… https://t.co/wHMeCiAjjm"
2021-02-03 15:58:27,"Buenos Aires, Argentina","Hola @arisetton, @IECarballo: ¿alguno tiene idea por qué @mercadopago no brinda la información de tu contraparte (n… https://t.co/qv0j6gDXJa"
2021-02-03 15:57:49,,@ML_Ayuda No será el caso x que urbano no tiene puntos de pick UP. Y aparte el dato que está mal es el código posta… https://t.co/da4mJlc4Mk
2021-02-03 15:57:21,Cordoba - Argentina,"@ML_Ayuda @aangelverde @Mercadolibre Si ya lo vi al mail, pero que hago con el mercado crédito si no me deja entrar a la cuenta para pagar ?"
2021-02-03 15:57:09,Merida,@ML_Ayuda @Mercadolibre Gracias cuando quiero hacer una pregunta me sale un aviso sobre los stock del vendedor y no… https://t.co/QqiGxZlaEp
2021-02-03 15:56:33,Latin America,"@ML_Ayuda Llevo años usando mercadolibre, nunca tuve ningun problema, pero que frustrante es la atencion al cliente!!!"
2021-02-03 15:53:04,"Quillota, La Ligua, Chile",alguiebn más no puede ingresar a https://t.co/A9iw1E6NUG? desde el domingo me sale este error. @ML_Ayuda https://t.co/woNIznEIZ5
2021-02-03 15:53:02,"Olivos, Bs. As. Argentina",@ML_Ayuda @valerianataliak Corroboren el numero de telefono ustedes mismos y veran que esta dado de baja NADIE ME S… https://t.co/In1KDGjAR2
2021-02-03 15:52:42,,"@ML_Ayuda definitivamente ustedes solo se burlan de la gente, más de 4 meses para resolver un problema con la valid… https://t.co/WwT5YcgxRz"
2021-02-03 15:52:22,,"@ML_Ayuda freddyeug@hotmail.com
Buenos días seguimos con las suspension de publicaciónes sin razón me llegan 2 corr… https://t.co/wqqsRA7MQs"
2021-02-03 15:52:08,"Villa Urquiza, Buenos Aires",@ML_Ayuda @gmail @Yahoo La verdad https://t.co/1NFThklAtN no responde a mia dudas . Pero ya envié respuesta y habie… https://t.co/yrdk6H4Yv4
2021-02-03 15:51:56,,"@ML_Ayuda No es un problema de clave, vivo en Parque avellaneda (caba) y desde mi casa no puedo ingresar si estoy e… https://t.co/gtsSQU0Ufg"
2021-02-03 15:51:18,,Que problemas tienen en la página @ML_Ayuda Chile. Al menos desde el domingo no puedo entrar https://t.co/pKf67A8luK
2021-02-03 15:50:43,,"@ML_Ayuda @ML_Ayuda 
Ya leí esta página, pero no responde a mi pregunta. Si compro un artículo de una categoría no… https://t.co/0Fk8t4lIuX"
2021-02-03 15:50:31,"Olivos, Bs. As. Argentina","@ML_Ayuda @valerianataliak Recibirás un enlace por SMS para continuar desde ahí.

NO PUEDO RECIBIR NADA porque ese… https://t.co/P6B9gIEnVw"
2021-02-03 15:50:14,"Villa Urquiza, Buenos Aires",@ML_Ayuda Buenas tardes ya enviamos todo lo requerido.por favor rehabiliten la cuenta ya que a sus plataforma están… https://t.co/vBiLVs1Wiq
2021-02-03 15:49:13,"Olivos, Bs. As. Argentina",@ML_Ayuda @valerianataliak ya lo hice y me siguen mandando el codigo de verificacion para terminar la validacion a… https://t.co/RutCAxukN4
2021-02-03 15:49:07,Barranquilla,"@ML_Ayuda Mi usuario es : valeria_2552 
Y el número de la operación es 13248935074
Esta es la información que me enviaron"
2021-02-03 15:47:41,,@ML_Ayuda Mil gracias por la ayuda. 😀👍
2021-02-03 15:47:38,Tapiales,"@ML_Ayuda @marcos_galperin Soy Diego (todavía). Repito la pregunta, ¿Que sentido tiene que el comprador inicie el r… https://t.co/2pFLEAiRQp"
2021-02-03 15:46:36,,@ML_Ayuda quiero entrar en mi cuenta y me pide una foto de mi DNI. ¿Por qué? ¿Quién guarda esos datos? ¿Donde estuv… https://t.co/dJNgbaUYA5
2021-02-03 15:45:52,,@ML_Ayuda @ML_Ayuda BUENOS DIAS DESDE AYER REALICE EL PROCESO A RETIRAR A CUENTA BANCARIA SEGUN AH ESTO SE VERIA EN… https://t.co/5nbJRKQXas
2021-02-03 15:44:40,,@ML_Ayuda les pido x favor que se contacte conmigo puesto q la informac. q me llega me llega muy tarde al correo y… https://t.co/JPwY7reZEL
2021-02-03 15:43:43,"Caracas, Dtto. Capital",@ML_Ayuda @ML_Venezuela @marcos_galperin #mercadolibre SEGUIIIMOOOOOSSSSSSSS CON LO MISMO... SI NO ES LA PUBLICACIÓ… https://t.co/kroT6bIEsY
2021-02-03 15:42:56,"Paraná, Entre Ríos, Argentina",@ML_Ayuda @Mercadolibre @mercadopago @mercadopago_arg Está retenido en un bucle informático-virtual del que no se p… https://t.co/TcifSS8fp3
2021-02-03 15:42:09,,"@ML_Ayuda Ok, quedo atenta . Solo para tener claro necesito que mi cuenta ""ORPA7930888"" la liguen a mi correo pamel… https://t.co/lUznCdGCZ3"
